index,Title,Language,Release,Audience Rating,Runtime,Genre,Votes,Director,Actors
633,Navelru... Half Boiled,Telugu,-1990,Not Rated,150 min,"Family, Drama            ","2,478",Mani Ratnam,"['Revathy', 'Raghuvaran', 'Prabhu', 'Saranya Ponvannan']"
634,Girmit,Telugu,-1989,UA,150 min,"Drama, Romance            ","2,082",Mani Ratnam,"['Nagarjuna Akkineni', 'Girija Shettar', 'Vijayakumar', 'Radhabai']"
635,Popcorn Monkey Tiger,Telugu,-1988,A,94 min,Drama            ,39,B. Narsing Rao,"['Archana', 'Bhoopal Reddy', 'Rupa']"
636,Rajannana Maga,Telugu,-1986,Not Rated,160 min,"Drama, Family, Romance            ",628,K. Viswanath,"['Kamal Haasan', 'Radhika Sarathkumar', 'Allu Arjun', 'Sarath Babu']"
637,Divangatha Manjunathana Geleyaru,Telugu,-1971,U,170 min,"Drama, Musical, Romance            ",35,K.S. Prakash Rao,"['Akkineni Nageshwara Rao', 'Vanisri', 'Shanta Kumari', 'S.V. Ranga Rao']"
638,Simhada Mari,Telugu,-2019,Not Rated,138 min,Comedy            ,"1,534",Vivek Athreya,"['Sree Vishnu', 'Nivetha Thomas', 'Nivetha Pethuraj', 'Rahul Ramakrishna']"
639,Raaga,Telugu,-1978,,126 min,Drama            ,15,S.D. Lal,"['Mohan Babu', 'Jamuna', 'Satyanarayana Kaikala', 'Taraka Rama Rao Nandamuri']"
640,Ondalla Eradalla,Telugu,-2017,U,129 min,"Drama, Romance            ",857,Gowtam Tinnanuri,"['Sumanth', 'Aakanksha Singh', 'Annapoorna', 'Darbha Appaji Ambarisha']"
641,Om,Telugu,-2014,,63 min,"Drama, Fantasy, Romance            ",302,Phanindra Narsetti,"['Dharani Addandi', 'Vinay Addandi', 'Chandini Chowdary', 'Sainath Reddy Kasha']"
642,Thayige Takka Maga,Telugu,-2015,Not Rated,159 min,"Action, Drama            ","96,770",S.S. Rajamouli,"['Prabhas', 'Rana Daggubati', 'Ramya Krishnan', 'Sathyaraj']"
643,Bhagyada Lakshmi Baramma,Telugu,-2014,Not Rated,170 min,"Action, Thriller            ","41,918",Sukumar,"['Mahesh Babu', 'Kriti Sanon', 'Nassar', 'Pradeep Singh Rawat']"
644,Shivaji Surathkal,Telugu,-2010,Not Rated,135 min,"Action, Drama            ","6,182",Radha Krishna Jagarlamudi,"['Manoj Kumar Manchu', 'Allu Arjun', 'Anushka Shetty', 'Manoj Bajpayee']"
645,i1,Telugu,-1989,,,"Action, Comedy, Drama            ",98,Kodanda Rami Reddy A.,"['Mohan Babu', 'Nandamuri Balakrishna', 'Brahmanandam', 'Charan Raj']"
646,Ranahedi,Telugu,-1954,,165 min,Drama            ,16,H.L.N. Simha,"['Rajkumar', 'Malathi K.', 'Kushala Kumari', 'Mudigonda Lingamurthy']"
647,Babru,Telugu,-1988,Not Rated,130 min,"Comedy, Romance            ",78,Kodi Ramakrishna,"['Nagarjuna Akkineni', 'Mohan Babu', 'Showkar Janaki', 'Kuyili']"
648,Bhukailasa,Telugu,-1978,,,Action            ,33,Mallikharjuna Rao M.,"['Giri Babu', 'Mohan Babu', 'K.V. Chalam', 'Krishna Ghattamaneni']"
649,Nagara Haavu,Telugu,-2003,U,140 min,"Action, Adventure, Thriller            ","1,205",Chandra Sekhar Yeleti,"['Abhishek', 'Harinath Babu B.', 'Mohit Chadha', 'Veerendra Chauhan']"
650,Gift Box,Telugu,-1986,,,"Action, Family, Musical            ",26,Kodi Ramakrishna,"['Nandamuri Balakrishna', 'Radha', 'Sharada', 'Vijayshanti']"
651,Ayana,Telugu,-1986,Not Rated,131 min,Drama            ,15,Mohan Gandhi,"['Bhanupriya', 'Rajani']"
652,Railway Children,Telugu,-1988,U,168 min,Drama            ,81,Mohan Gandhi,"['Nagarjuna Akkineni', 'Amala Akkineni', 'Mohan Babu', 'Brahmanandam']"
653,Godhi Banna Sadharna Mykattu,Telugu,-1963,U,174 min,"Drama, Fantasy, History            ",54,Kadiri Venkata Reddy,"['Taraka Rama Rao Nandamuri', 'Akkineni Nageshwara Rao', 'Saroja Devi B.', 'Dhulipala']"
654,Upendra,Telugu,-1965,U,188 min,"Drama, Fantasy            ",84,Kamalakara Kameshwara Rao,"['Taraka Rama Rao Nandamuri', 'S.V. Ranga Rao', 'Kanta Rao', 'Savitri']"
655,Devaru Bekagiddare,Telugu,-1962,U,,"Musical, Drama, Fantasy            ",58,Taraka Rama Rao Nandamuri,"['Taraka Rama Rao Nandamuri', 'Jamuna', 'Chhayadevi', 'Mukkamala']"
656,Sandhya Raga,Telugu,-1975,,140 min,"Comedy, Drama            ",96,Narayana Rao Dasari,"['Annapoorna', 'Mohan Babu', 'Narayana Rao Dasari', 'Jayalakshmi']"
657,Bangarada Manushya,Telugu,-1964,U,,Drama            ,24,Adurthi Subba Rao,"['Akkineni Nageshwara Rao', 'Savitri', 'Kongara Jaggaiah', 'Showkar Janaki']"
658,Bell Bottom,Telugu,-1978,,,"Fantasy, Romance            ",38,K. Raghavendra Rao,"['Taraka Rama Rao Nandamuri', 'Vanisri', 'Jayamalini', 'Mohan Babu']"
659,"Sarkari. Hi. Pra. Shale Kasaragodu, Koduge: Ramanna Rai",Telugu,-1979,U,,"Action, Drama            ",58,K. Raghavendra Rao,"['Taraka Rama Rao Nandamuri', 'Satyanarayana Kaikala', 'Sarathi', 'Mohan Babu']"
660,Birbal Trilogy,Telugu,-1959,U,176 min,"Comedy, Drama            ",88,L.V. Prasad,"['Taraka Rama Rao Nandamuri', 'Kongara Jaggaiah', 'Savitri', 'Relangi Venkatramaiah']"
661,A: Film by Upendra,Telugu,-1950,U,177 min,Drama            ,32,L.V. Prasad,"['Showkar Janaki', 'Govindrajulu Subba Rao', 'Taraka Rama Rao Nandamuri', 'S.V. Ranga Rao']"
662,Sati Savitri,Telugu,-1992,U,130 min,"Drama, Musical            ",314,K. Viswanath,"['Master Manjunath', 'Radhika Sarathkumar', 'Mammootty', 'Jayanthi']"
663,Sipayi Ramu,Telugu,-1989,Not Rated,161 min,"Action, Crime, Drama            ","2,914",Ameerjan,"['Ram Gopal Varma', 'Nagarjuna Akkineni', 'Amala Akkineni', 'Raghuvaran']"
664,Mookajjiya Kanasugalu,Telugu,-1986,U,134 min,"Comedy, Family, Mystery            ",460,Jandhyala,"['Chiranjeevi', 'Suhasini', 'Allu Aravind', 'Chandramohan']"
665,Kalidasa Kannada Meshtru,Telugu,(I) (1963),Not Rated,153 min,"Drama, Family, Musical            ",477,Rao C.S.R.,"['Chittajalu Pullayya', 'Taraka Rama Rao Nandamuri', 'Anjali Devi', 'Chittor V. Nagaiah']"
666,Sri Krishna Deva Raya,Telugu,-1991,U,158 min,"Comedy, Crime, Drama            ","1,598",Ram Gopal Varma,"['Sridevi', 'Venkatesh Daggubati', 'Paresh Rawal', 'Rami Reddy']"
667,Bettada Hoovu,Telugu,-1976,U,125 min,"Musical, Drama            ",47,Bapu,"['Ravi Kumar', 'Jaya Prada', 'Gummadi', 'Mikkilineni']"
668,Aavahayami,Telugu,-1979,U,,"Drama, Family            ",66,K. Balachander,"['Jayasudha', 'Kamal Haasan', 'Sarath Babu', 'Chiranjeevi']"
669,Veerappa Nayaka,Telugu,-1996,Not Rated,185 min,"Action, Drama, Thriller            ","9,642",S. Shankar,"['Kamal Haasan', 'Sukanya', 'Manisha Koirala', 'Urmila Matondkar']"
670,Shhh,Telugu,-2016,,,Romance            ,5,Jayashankarr,"['Ashish Gandhi', 'Gayathri Jujare', 'Prachi Thaker', 'Varma Vinod']"
671,Haggada Kone: End of the Rope,Telugu,-1997,,,Drama            ,7,Akkineni Kutumba Rao,[]
672,Bettada Jeeva,Telugu,-2016,,150 min,Comedy            ,17,Gajulapalli Trivikram,"['Shivakumar Ramachandravarapu', 'Surya Sreenivas', 'Kasi Vishwanath']"
673,Mouni,Telugu,-2017,TV-PG,116 min,"Action, Drama, Sport            ",529,Sudha Kongara,"['Venkatesh Daggubati', 'Ritika Singh', 'Mumtaz Sorcar', 'Nassar']"
674,Anuraaga Aralithu,Telugu,-2015,Not Rated,126 min,"Action, Drama, History            ","2,623",Radha Krishna Jagarlamudi,"['Varun Tej', 'Pragya Jaiswal', 'Srinivas Avasarala', 'Nikitin Dheer']"
675,Na Ninna Mareyalare,Telugu,-2016,U,158 min,"Comedy, Drama            ","3,732",Vamshi Paidipally,"['Nagarjuna Akkineni', 'Karthi', 'Tamannaah Bhatia', 'Prakash Raj']"
676,Mane Maratakkide,Kannada,-2020,UA,,Comedy            ,692,Manju Mandavya,"['Chikkanna', 'Achyuth Kumar', 'Manju Mandavya', 'Srinivasa Murthy']"
677,Siddhi Seere,Kannada,-2020,UA,142 min,Family            ,21,Raj Pandith,"['Avinash', 'Kempegowda', 'Mayuri Kyatari', 'Nayana']"
678,Lungi,Kannada,-2020,U,137 min,Biography            ,11,Shankar Bijapur,"['Rajashri Thalange', 'Pournima Tadalgi', 'Amruta Thalange', 'Minakshi Bagalkoti']"
679,Savarna Deergha Sandhi,Kannada,-2020,UA,130 min,Action            ,67,Avinash,"['Jagadeesh Nam', 'Roopika']"
680,Chinnada Gombe,Kannada,-2020,UA,127 min,Fantasy            ,18,Raj Pathipati,"['Kadur Dharmanna', 'Achyuth Kumar', 'Bhajarangi Loki', 'Sindhu Loknath']"
681,Naayi Neralu,Kannada,-2019,,,Drama            ,691,Sunil Acharya,"['Manjunath Hegde', 'Jahangir', 'Bhuvann Ponannaa', 'Arvind Rau']"
682,Bhoodana,Kannada,-2018,,,Action            ,130,Vittal Bhatt,['Raj']
683,Hombanna,Kannada,-2020,U,137 min,Drama            ,70,K.S. Ashoka,"['Pruthvi Amber', 'Darshan Apoorva', 'Gokul Chakravarthy', 'Ravandur Chandan']"
684,Chigurida Kanasu,Kannada,-2019,UA,,Drama            ,113,Dayal Padmanabhan,"['Aditi Prabhudeva', 'Srinivas', 'Trivikram']"
685,Simhadriya Simha,Kannada,-2020,UA,139 min,Drama            ,6,Srinivas Thimmaiah,"['Govinde Gowda', 'Samyuktha Hornadu', 'Shivaraj K.R. Pete']"
686,Geetha,Kannada,-2020,U,154 min,Drama            ,52,Kishor Moodbidri,"['Arjun Kapikad', 'Vidya Murthy', 'Vijay Raghavendra', 'Greeshma Sridhar']"
687,Shankar Guru,Kannada,-2019,UA,145 min,Drama            ,852,Balavalli Darshith Bhat,"['Ravi Bhat', 'Sangeetha Bhat', 'Aryan Gowda', 'Naveen D. Padil']"
688,Keralida Simha,Kannada,-2019,,,Drama            ,106,Chala,"['Kiran Jai', 'Anusha Rangnath', 'Harish Roy', 'K.S. Sridhar']"
689,Chelisuva Modagalu,Kannada,-2019,A,161 min,Drama            ,"1,011",Navarasan,"['Radhika Kumaraswamy', 'Ravi Gowda', 'Kempegowda', 'Sadhu Kokila']"
690,Pratidhwani,Kannada,-2019,UA,107 min,Thriller            ,242,Amith,['Amith']
691,Annapurna,Kannada,-2020,UA,153 min,Drama            ,82,Darling Krishna,"['Amrutha Iyengar', 'Darling Krishna', 'Milana Nagaraj']"
692,Naduve Antaravirali,Kannada,-2018,U,149 min,"Comedy, Drama, Family            ",803,Sudheer Shanbhogue,"['Vinay Rajkumar', 'Latha Hegde', 'P. Ravishankar', 'Guruprasad']"
693,Gultoo,Kannada,(VII) (2018),,115 min,Drama            ,5,Roopa Rao,[]
694,Putani Safari,Kannada,-2019,UA,138 min,Drama            ,232,Nagaraja Uppunda,"['Githanjali', 'Loki', 'Malathesh']"
695,I Am Sorry Mathe Banni Preethsona,Kannada,-2016,,157 min,Drama            ,20,Girideva Hassan,['Kamal Ghimiray']
696,Kirik Party,Kannada,-2019,A,118 min,Drama            ,26,B. Shivaraj Venkattachcha,"['Devadas Kapikad', 'Sunil Kumar', 'Tabla Nani', 'Matangi Prasan']"
697,Kiragoorina Gayyaligalu,Kannada,-2019,U,,"Action, Comedy, Drama            ",22,Ravi Basrur,"['Pavithra Heskathoor', 'Adhithya Kundapura', 'Shravya Maravante', 'Ashlesh Raj']"
698,Naanu Avanalla... Avalu,Kannada,-2019,A,134 min,"Action, Crime            ",79,Duniya Soori,"['Niveditha', 'Dhananjaya', 'Sapthami Gowda', 'Amrutha Iyengar']"
699,Kendasampige,Kannada,-2018,,,Action            ,5,Kolar Seenu,"['Harish Jaigere', 'Rajesh Nataranga', 'Charan Raj', 'Akshatha Shreedhar Shastry']"
700,Rangitaranga,Kannada,-2018,,123 min,Drama            ,47,Arun Narasinakuppe Devarajegowda,"['Rudra Prayaag', 'Sheetal Pandya', 'Shankar Murthy', 'Satyajit']"
701,Inthi Ninna Preethiya,Kannada,-1997,,,"Action, Drama            ",5,Om Prakash Rao,"['Shivarajkumar', 'Ambika', 'Anand', 'Avinash']"
702,Drishya,Kannada,-2017,U,123 min,Drama            ,86,Pc Shekhar,"['Mithra', 'Bhama', 'Avinash', 'Tabla Nani']"
703,Ulidavaru Kandanthe,Kannada,-2018,,132 min,Drama            ,50,D. Satya Prakash,"['Rohith Pandvapura', 'Mata Koppala', 'Sai Krishna Kudlaas', 'Prabhakar Kunder']"
704,Huliya Halina Mevu,Kannada,-1995,A,150 min,"Action, Crime, Drama            ","2,345",Upendra,"['Shivarajkumar', 'Prema', 'Sadhu Kokila', 'G.V. Shivanand']"
705,Devara Makkalu,Kannada,-1978,,,Family            ,30,V. Somasekhar,"['Balkrishna', 'Rajkumar', 'Showkar Janaki', 'Padmapriya']"
706,Premier Padmini,Kannada,-1985,,,Comedy            ,71,Singeetam Srinivasa Rao,"['Balkrishna', 'Rajkumar', 'Ashwath', 'Chandralekha']"
707,Jagajyothi Basaveshwara,Kannada,-2020,UA,124 min,Drama            ,43,Akash Srivatsa,"['Ramesh Aravind', 'Avinash', 'Rohith Bhanuprakash', 'Ram Manjjonaath']"
708,Bettada Huli,Kannada,-2019,U,120 min,Drama            ,35,Rajkumar R.S.,"['Ranjan .M.S.B.', 'Kishor .S.', 'Dheeraj Prasad']"
709,Hannele Chiguridaga,Kannada,-2019,,149 min,Drama            ,8,Achyuth Kumar,"['Karna Kumar', 'Aishwarya Roa', 'Shafi']"
710,Nee Nanna Gellare,Kannada,-2019,UA,124 min,Thriller            ,91,Sujay Ramaiah,"['Suman Nagarkar', 'Mahi Hiremath', 'Sunny Moza', 'Rey Tostado']"
711,Shubha Mangala,Kannada,-1958,U,169 min,Drama            ,20,K. Shankar,"['Rajkumar', 'Kalyana Kumar', 'Saroja Devi B.', 'Ashwath']"
712,Puta Tirugisi Nodi,Kannada,-1972,,184 min,"Drama, Musical            ",863,S.R. Puttana Kanagal,"['Ambarish', 'Arathi', 'Ashwath', 'M.N. Lakshmi Devi']"
713,Vascodigama,Kannada,-2020,UA,135 min,"Drama, Romance, Thriller            ",17,Raghu S P,"['Murali Gundanna', 'Ameeta Kulal', 'Deeptii Mohan', 'Mathad Ritvvikk']"
714,Lucia,Kannada,-2017,,,Drama            ,91,Gangadhar Salimath,"['Deepak Subramanya', 'Apoorva Soma', 'Ramesh Bhat', 'Sriharsha Hoskere']"
715,Jeevana Chaitra,Kannada,-2016,UA,120 min,"Crime, Drama            ",130,Prithvi Konanur,"['Yash Shetty', 'Hanumant Raju', 'Naresh', 'Basavaraju']"
716,Giri Kanye,Kannada,-2016,UA,144 min,"Drama, Thriller            ","2,195",Hemanth M. Rao,"['Anant Nag', 'Rakshit Shetty', 'Sruthi Hariharan', 'Achyuth Kumar']"
717,Ravichandra,Kannada,-1999,U,138 min,"Drama, Thriller            ","2,242",Upendra,"['Upendra', 'Raveena Tandon', 'Prema', 'Dhamini']"
718,Sampathige Saval,Kannada,-2019,,94 min,Drama            ,6,Kenja Chethan Kumar,"['Master Anoop', 'Sathyanath', 'Shivaram', 'Prasad Vasista']"
719,India vs England,Kannada,-1966,,153 min,Musical            ,35,S.K. Bhagavan,"['A.C. Narasimhamurthy', 'Udaya Kumar', 'Pandharibai', 'Rajkumar']"
720,Gantumoote,Kannada,-1972,,180 min,Drama            ,699,Siddalingaiah,"['Rajkumar', 'Bharathi', 'Loknath', 'Balkrishna']"
721,Mungaru Male,Kannada,-2019,UA,130 min,"Comedy, Thriller            ",705,Jayathirtha,"['Rishab Shetty', 'Haripriya', 'Yograj Bhat', 'Achyuth Kumar']"
722,Sakshatkara,Kannada,-2018,U,147 min,Drama            ,921,Rishab Shetty,"['Anant Nag', 'Ramesh Bhat', 'Mahendra', 'Saptha Pavoor']"
723,Chomana Dudi,Kannada,-2019,,163 min,Thriller            ,196,M.G. Srinivas,"['M.G. Srinivas', 'Rukmini Vasanth']"
724,Operation Alamelamma,Kannada,-1998,UA,150 min,Drama            ,"1,595",Upendra,"['Upendra', 'Chandni']"
725,Tuglak,Kannada,-1965,,128 min,Drama            ,9,P.R. Kaundinya,"['Udaya Kumar', 'Rajkumar', 'Ashwath', 'Ramachandra Sastry H.R.']"
726,Chowka,Kannada,-1971,Not Rated,160 min,Drama            ,23,Y.R. Swamy,"['Arathi', 'Leelavathi', 'Rajkumar', 'Ashwath']"
727,Rama Rama Re,Kannada,-2019,UA,133 min,Drama            ,7,P. Sheshadri,"['B. Jayashree', 'Prabhakar Kunder', 'Arvind Kuplikar', 'Kaavya Sha']"
728,Thithi,Kannada,-2019,U,124 min,Drama            ,46,Kaviraj,"['Usha Bhandary', 'Meghana Gaonkar', 'Jaggesh', 'Tabla Nani']"
729,Ugramm,Kannada,-1969,,216 min,"Drama, History            ",57,B. Ramakrishnaiah Panthulu,"['Bharathi', 'Jayanthi', 'Mynavathi', 'T.R. Narasimharaju']"
730,Jatta,Kannada,-1985,,,Comedy            ,95,N. Lakshminarayan,"['Puneeth Rajkumar', 'Padma Vaasanthi', 'Roopadevi', 'Shankanada Aravind']"
731,Koormavatara,Kannada,-2017,UA,97 min,Mystery            ,10,Girish Kumar,"['Girish Kumar', 'Vijay Nagarajaiah', 'Mouna Shree', 'Akshatha']"
732,Bharath Stores,Kannada,-2019,UA,107 min,"Crime, Drama, Horror            ",771,V.K. Prakash,['Nithya Menon']
733,Beru,Kannada,-1999,U,157 min,Drama            ,16,S. Narayan,"['Vishnuvardhan', 'Ashalatha', 'Hema Chaudhari', 'Chikkanna']"
734,Kanasembo kudureyaneri,Kannada,-1993,Not Rated,135 min,"Horror, Thriller            ",780,Upendra,"['Kumar Govind', 'Kashinath', 'Suresh Heblikar', 'Megha']"
735,Kasturi Nivasa,Kannada,-2014,,102 min,Drama            ,48,Dayal Padmanabhan,"['Naveen Krishna', 'Suchendra Prasad', 'Mohan', 'H.G. Dattatreya']"
736,Hosa Belaku,Kannada,-2011,U,100 min,Family            ,60,P. Sheshadri,"['H.G. Dattatreya', 'Lakshmihegde', 'Prabhudev', 'Suchendra Prasad']"
737,Shiva Sainya,Kannada,-2003,U,127 min,Drama            ,24,B.S. Lingadevaru,"['H.G. Dattatreya', 'Anant Nag', 'Venkata Rao', 'Nagendra Shah']"
738,Bhootayyana Maga Ayyu,Kannada,-1986,,,Drama            ,38,M.S. Rajashekhar,"['Rajkumar', 'Madhavi', 'Geetha', 'Pandharibai']"
739,Malaya Marutha,Kannada,-1976,,150 min,Romance            ,56,Vijay,"['Balkrishna', 'Leelavathi', 'Rajkumar']"
740,Gauri Ganesha,Kannada,-2020,(Banned),,"Action, Drama, Mystery            ",36,Jadesh Kumar,"['Prajwal Devaraj', 'Nishvika Naidu']"
741,Santha Shishunala Sharif,Kannada,-2019,UA,140 min,Drama            ,7,Manju Swaraj,"['Chikkanna', 'Sadhu Kokila', 'Kuri Prathap']"
742,Janumada Jodi,Kannada,-2019,,,Drama            ,13,Brahmanand Reddy,"['Sudha Narasimharaju', 'Mahalakshmi Urs', 'Ravishankar Mirle', 'Swarnachandra']"
743,Jaga Mechida Maga,Kannada,-2019,U,115 min,Drama            ,7,Arjun Lewis,"['Akshith Shetty', 'Ahalya', 'Pranav Hegde', 'Deepak Rai Panaje']"
744,Babruvahana,Kannada,-2019,UA,131 min,Family            ,11,Veerendra Shetty,"['Surendra Bantwa', 'Aprameya Bharadwaj', 'Ravi Bhat', ""Sachin D'Souza""]"
745,Vamsha Vriksha,Kannada,-2018,UA,110 min,Horror            ,43,Pankaj Baalan,"['Anjeeshri', 'Channegowda', 'Century Gowda', 'Keerthi Krishna']"
746,Aadi Lakshmi Puraana,Kannada,-2006,,130 min,Drama            ,55,Girish Kasaravalli,"['Ashwin Bolar', 'Ananya Kasaravalli', 'Pavithra Lokesh', 'Sringeri Ramanna']"
747,Nanna Prakara,Kannada,-1962,,161 min,Drama            ,15,P.S. Gopalakrishna,"['G.V. Iyer', 'Rajkumar', 'Kalyana Kumar', 'Udaya Kumar']"
748,Kumari 21F,Kannada,-2017,,,Drama            ,62,Rakshith Thirthahalli,"['Subbu Talabi', 'Ambujakshi', 'Neenasam Ashwath', 'H.G. Dattatreya']"
749,Avane Srimannarayana,Kannada,-2003,,154 min,Drama            ,45,T.S. Nagabharana,"['Shivarajkumar', 'Vidhya Venkatesh', 'Rekha Unnikrishnan', 'Anant Nag']"
750,Crossroads,Kannada,-2002,,157 min,"Action, Drama            ",33,S. Narayan,"['Abhijit', 'Bhanupriya', 'Mukhyamantri Chandru', 'Meena']"
751,Navagraha,Kannada,-1981,Not Rated,124 min,Romance            ,36,Shankar Nag,"['Ashwath', 'Ramesh Bhat', 'Shankar Nag', 'Akshata Rao']"
752,Mufti,Kannada,-1978,,179 min,Drama            ,63,V. Somasekhar,"['Balkrishna', 'Rajkumar', 'Jayamala', 'Kanchana']"
